trial	TP	TN	FP	FN	prec	sens	errorRate	AUC	algo
18	21	483	16	18	0.567567567567568	0.538461538461538	0.0631970260223048	0.893170957299214	gbm.id2.cv3
18	21	483	16	18	0.567567567567568	0.538461538461538	0.0631970260223048	0.903833307640923	gbm.id3.cv3
18	21	484	15	18	0.583333333333333	0.538461538461538	0.0613382899628253	0.893196649709675	gbm.id4.cv3
18	19	487	12	20	0.612903225806452	0.487179487179487	0.0594795539033457	0.900673141154103	gbm.id1.cv3.top5
18	21	483	16	18	0.567567567567568	0.538461538461538	0.0631970260223048	0.903602075946765	gbm.id2.cv3.top5
18	21	483	16	18	0.567567567567568	0.538461538461538	0.0631970260223048	0.894918041210626	gbm.id3.cv3.top5
18	21	483	16	18	0.567567567567568	0.538461538461538	0.0631970260223048	0.90457838754432	gbm.id4.cv3.top5
19	22	485	13	18	0.628571428571429	0.55	0.0576208178438662	0.938353413654619	gbm.id1.cv3
19	22	486	12	18	0.647058823529412	0.55	0.0557620817843866	0.938328313253013	gbm.id2.cv3
19	21	486	12	19	0.636363636363636	0.525	0.0576208178438662	0.937148594377511	gbm.id3.cv3
19	20	487	11	20	0.645161290322581	0.5	0.0576208178438662	0.934864457831326	gbm.id4.cv3
19	22	485	13	18	0.628571428571429	0.55	0.0576208178438662	0.939482931726908	gbm.id1.cv3.top5
19	22	486	12	18	0.647058823529412	0.55	0.0557620817843866	0.937274096385543	gbm.id2.cv3.top5
19	20	487	11	20	0.645161290322581	0.5	0.0576208178438662	0.940135542168675	gbm.id3.cv3.top5
19	21	486	12	19	0.636363636363636	0.525	0.0576208178438662	0.93898092369478	gbm.id4.cv3.top5
20	11	493	6	28	0.647058823529412	0.282051282051282	0.0631970260223048	0.943656543856945	gbm.id1.cv3
20	11	493	6	28	0.647058823529412	0.282051282051282	0.0631970260223048	0.942577462617543	gbm.id2.cv3
20	13	494	5	26	0.722222222222222	0.333333333333333	0.0576208178438662	0.941626843430452	gbm.id3.cv3
20	11	494	5	28	0.6875	0.282051282051282	0.0613382899628253	0.944041930013874	gbm.id4.cv3
20	11	493	6	28	0.647058823529412	0.282051282051282	0.0631970260223048	0.942243461281537	gbm.id1.cv3.top5
20	12	493	6	27	0.666666666666667	0.307692307692308	0.0613382899628253	0.941806690303684	gbm.id2.cv3.top5
20	15	492	7	24	0.681818181818182	0.384615384615385	0.0576208178438662	0.949360258979497	gbm.id3.cv3.top5
20	11	494	5	28	0.6875	0.282051282051282	0.0613382899628253	0.945532089820667	gbm.id4.cv3.top5
21	21	482	8	27	0.724137931034483	0.4375	0.0650557620817844	0.884715136054422	gbm.id1.cv3
21	21	485	5	27	0.807692307692308	0.4375	0.0594795539033457	0.897959183673469	gbm.id2.cv3
21	20	484	6	28	0.769230769230769	0.416666666666667	0.0631970260223048	0.904251700680272	gbm.id3.cv3
21	19	484	6	29	0.76	0.395833333333333	0.0650557620817844	0.912712585034014	gbm.id4.cv3
